id,title,overview,keywords,release_date,vote_average,vote_count,popularity,genres
258755,Hidden Away,"At the age of 14 the world around you changes at a dizzying speed. But what if actually it's you that changing? What if these changes take you away from what up until now, has been your world? Ibrahim and Rafa are going to suffer these changes for themselves, experiencing first love in a way they never could have imagined. And having to keep it Hidden away.",[],2014-10-03,7.6,26,1.233.688,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]"
96534,My Last Day Without You,"On a one-day business trip to New York, a young German business executive falls in love with a singer-songwriter who exposes him to her Brooklyn world and emotions he's never experienced before.",[],2011-06-11,5.7,3,153.625,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
21283,Steppin: The Movie,"Every college campus has its rivalries and UTS is no different. At this university, the Geeks run the campus and the greatest Steppers are king of the hill. When a local radio station announces the beginning of the step competition season, the campus fraternities and sororities fight to recruit the best talent that will help them win the big-money prize.",[],2009-05-19,5.0,4,328.498,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
272724,Doc Holliday's Revenge,"In 1882, Joseph and Elizabeth Cooley head West to reunite with family she never knew. But when she, Joseph, and her older brother, Millard, are stranded in a logging camp just outside Tucson a wounded Indian stumbles into their camp and they must defend him against Doc Holliday, his would-be killer. Elizabeth considers Doc a stone-cold killer -- but may find, during the course of their tense stand-off, that this courtly, ailing man has a surprisingly well-honed sense of justice, frontier-style...",[],2014-06-01,3.2,3,4.594,"[{""id"": 37, ""name"": ""Western""}]"
84178,Black Rock,Three childhood friends set aside their personal issues and reunite for a girls’ weekend on a remote island off the coast of Maine. One wrong move turns their weekend getaway into a deadly fight for survival.,"[{""id"": 9713, ""name"": ""friends""}, {""id"": 156630, ""name"": ""remote island""}, {""id"": 187056, ""name"": ""woman director""}]",2012-01-21,4.9,78,7.207.051,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]"
101179,Truth or Dare,"A group of college friends celebrate the end of term with a party to end all parties. During a drink and drug-fuelled evening, an innocent game of ‘Truth or Dare’ has a very sore loser, sparking a terrifying sequence of events and a whole new twist on the game of truth or dare – where the truth can kill you.",[],2012-08-05,5.7,117,6.679.954,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]"
52462,The Pet,"A young woman in dire financial straights accepts an offer to be a wealthy aristocrat's human ""pet"" for six months. Then ruthless modern ""pet-nappers"" kidnap the woman to sell her on the GSM (Global Slave Market).","[{""id"": 10183, ""name"": ""independent film""}]",2006-05-17,5.3,3,1.284.741,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
269057,Bang Bang Baby,A small town teenager in the 1960s believes her dreams of becoming a famous singer will come true when her rock star idol gets stranded in town. But a leak in a nearby chemical plant that is believed to be causing mass mutations threatens to turn her dream into a nightmare.,"[{""id"": 1415, ""name"": ""small town""}, {""id"": 2570, ""name"": ""rock star""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 5614, ""name"": ""idol""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 208992, ""name"": ""1960s""}, {""id"": 235573, ""name"": ""chemical leak""}, {""id"": 235574, ""name"": ""mutations""}]",2014-09-08,6.6,8,973.323,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]"
287524,Fear Clinic,A doctor works to cure patients suffering from crippling phobias by placing them inside his invention which induces and controls hallucinations.,"[{""id"": 10352, ""name"": ""phobia""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 13073, ""name"": ""fear""}]",2014-10-31,4.0,42,1.859.965,"[{""id"": 27, ""name"": ""Horror""}]"
206213,Zombie Hunter,"Zombie Hunter is set in a post-apocalyptic Zombie wasteland caused by the mysterious street drug ""Natas"". We follow one man who has nothing left other than a beat up Camaro and a trunk full of guns and booze. He runs down Flesh Eaters, hunting for sport and redemption, while also running from his past. After crashing into a small group of survivors, who are running low on resources, he decides to lend a hand. But a surprise attack by the Flesh Eaters forces them on the run and puts the Hunter's skills to the test.","[{""id"": 1852, ""name"": ""mutant""}, {""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 12377, ""name"": ""zombie""}]",2013-07-25,3.5,34,3.418.372,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]"
248402,A Fine Step,"A Fine Step is an uplifting family drama centering on Cal Masterson (Luke Perry, Beverly Hills 90210) an award winning horseman whose relationship with his beloved horse Fandango allows him to achieve multiple championship wins. However tragedy strikes when Cal and Fandango are involved in a serious accident, ending Cal's horse riding days forever. Cal's devastation is slowly overcome when his new neighbour, 14 year old Claire Mason (Anna Claire Sneed, Glee) takes an interest in Fandango and convinces him that Fandango's competing days might not be over.",[],2014-04-16,4.1,7,65.434,"[{""id"": 18, ""name"": ""Drama""}]"
29146,Charly,An experiment on a simpleton turns him into a genius. When he discovers what has been done to him he struggles with whether or not what was done to his was right.,"[{""id"": 1706, ""name"": ""experiment""}, {""id"": 2161, ""name"": ""mouse""}, {""id"": 5981, ""name"": ""intelligence test""}, {""id"": 6257, ""name"": ""genius""}]",1968-09-23,6.6,28,178.689,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]"
207769,Banshee Chapter,"On the trail of a missing friend who had been experimenting with mind-altering drugs, a young journalist - aided by a rogue counter-culture writer, The Silence of The Lambs -- finds herself drawn into the dangerous world of top-secret government chemical research and the mystery of a disturbing radio signal of unknown origin. A fast-paced thriller blending fact and fiction, Banshee Chapter is based on real documents, actual test subject testimony, and uncovered secrets about covert programs run by the CIA.","[{""id"": 5498, ""name"": ""lsd""}, {""id"": 6086, ""name"": ""government""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 10481, ""name"": ""tension""}, {""id"": 10561, ""name"": ""video camera""}, {""id"": 11494, ""name"": ""drug use""}, {""id"": 13028, ""name"": ""writer""}, {""id"": 18034, ""name"": ""desert""}, {""id"": 160025, ""name"": ""radio broadcast""}, {""id"": 197710, ""name"": ""mind bender""}, {""id"": 197711, ""name"": ""number stations""}, {""id"": 233167, ""name"": ""lovecraftian""}, {""id"": 237224, ""name"": ""mk ultra""}, {""id"": 237225, ""name"": ""experimental drug""}]",2013-08-26,5.7,92,7.310.879,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]"
271185,Ask Me Anything,"Beautiful, wild, funny, and lost, Katie Kampenfelt takes a year off before college to find herself, all the while chronicling her adventures in an anonymous blog into which she pours her innermost secrets. Eventually, Katie's fearless narrative begins to crack, and dark pieces of her past emerge.","[{""id"": 3616, ""name"": ""college""}, {""id"": 10851, ""name"": ""blog""}, {""id"": 193282, ""name"": ""dark secrets""}]",2014-04-19,5.5,155,8.976.128,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]"
29731,And Then Came Love,"Successful New York journalist and single mom Julie Davidson's (Vanessa Williams) six-year old son Jake (Jeremy Gumbs) is acting up, so she finds his sperm-donor father Paul Cooper (Kevin Daniels), who's a struggling actor and law-school drop-out.",[],2007-01-01,5.0,1,280.829,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
292539,Food Chains,,[],2014-04-26,7.4,8,795.698,"[{""id"": 99, ""name"": ""Documentary""}]"
654,On the Waterfront,"Terry Malloy dreams about being a prize fighter, while tending his pigeons and running errands at the docks for Johnny Friendly, the corrupt boss of the dockers union. Terry witnesses a murder by two of Johnny's thugs, and later meets the dead man's sister and feels responsible for his death. She introduces him to Father Barry, who tries to force him to provide information for the courts that will smash the dock racketeers.","[{""id"": 9826, ""name"": ""murder""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 15137, ""name"": ""union""}, {""id"": 47079, ""name"": ""dock""}, {""id"": 69467, ""name"": ""longshoreman""}, {""id"": 156151, ""name"": ""pigeon""}]",1954-06-22,8.0,357,16.015.599,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]"
91070,L!fe Happens,"A comedy centered on two best friends, Kim and Deena, who fight to maintain normalcy in their lives after Kim gets pregnant and has a baby.","[{""id"": 1009, ""name"": ""baby""}, {""id"": 1253, ""name"": ""roommate""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 9457, ""name"": ""single""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 13043, ""name"": ""dating""}, {""id"": 13149, ""name"": ""pregnancy""}, {""id"": 187056, ""name"": ""woman director""}]",2011-06-18,5.3,66,5.974.156,"[{""id"": 35, ""name"": ""Comedy""}]"
2009,"4 Months, 3 Weeks and 2 Days","Gabita is pregnant, abortion is strictly forbidden in Romania during the communist regime. Despite this it is common practice and Gabita wants an abortion. The movie follows her and her friend Otilia during the day she has made the appointment with Mr. Bebe to have the abortion.","[{""id"": 570, ""name"": ""rape""}, {""id"": 922, ""name"": ""hotel room""}, {""id"": 2137, ""name"": ""totalitarian regime""}, {""id"": 2566, ""name"": ""cohabitant""}, {""id"": 5248, ""name"": ""female friendship""}, {""id"": 5984, ""name"": ""dormitory""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 33358, ""name"": ""contraception""}, {""id"": 209983, ""name"": ""romanian new wave""}]",2007-08-24,7.3,156,9.270.133,"[{""id"": 18, ""name"": ""Drama""}]"
323270,The Horror Network Vol. 1,"Serial killers, ghostly phone calls, inner demons, otherworld monsters and creepy stalkers collide in this frightening anthology. Six of horror's most promising new directing talents join forces to pay homage to classic horror in the tradition of ""Creepshow"", ""Tales From the Crypt"", ""Tales From the Darkside"", and ""Trilogy of Terror,"" and weave an unforgettable, disturbing tapestry of terror.","[{""id"": 9706, ""name"": ""anthology""}]",2015-10-27,5.0,2,392.658,"[{""id"": 27, ""name"": ""Horror""}]"
2652,Hard Candy,"A mature 14-year old girl meets a charming 32-year old photographer on the Internet. Suspecting that he is a pedophile, she goes to his home in an attempt to expose him.","[{""id"": 236, ""name"": ""suicide""}, {""id"": 570, ""name"": ""rape""}, {""id"": 965, ""name"": ""age difference""}, {""id"": 1003, ""name"": ""photographer""}, {""id"": 1445, ""name"": ""ice""}, {""id"": 1879, ""name"": ""shower""}, {""id"": 2250, ""name"": ""menace""}, {""id"": 2251, ""name"": ""lie""}, {""id"": 2337, ""name"": ""pedophilia""}, {""id"": 2887, ""name"": ""manipulation""}, {""id"": 3303, ""name"": ""bedroom""}, {""id"": 4426, ""name"": ""sadism""}, {""id"": 5157, ""name"": ""electric shock""}, {""id"": 5483, ""name"": ""coffee shop""}, {""id"": 5502, ""name"": ""castration""}, {""id"": 6255, ""name"": ""insanity""}, {""id"": 7002, ""name"": ""vigilante""}, {""id"": 9740, ""name"": ""sociopath""}, {""id"": 9758, ""name"": ""deception""}, {""id"": 10226, ""name"": ""neighbor""}, {""id"": 10809, ""name"": ""teenage girl""}, {""id"": 12544, ""name"": ""crying""}, {""id"": 13006, ""name"": ""torture""}, {""id"": 13125, ""name"": ""sadist""}, {""id"": 14576, ""name"": ""pedophile""}, {""id"": 14624, ""name"": ""cruelty""}, {""id"": 14669, ""name"": ""older man younger woman relationship""}, {""id"": 15068, ""name"": ""one day""}, {""id"": 15108, ""name"": ""justice""}, {""id"": 15111, ""name"": ""drinking""}, {""id"": 15219, ""name"": ""rooftop""}, {""id"": 15365, ""name"": ""held captive""}, {""id"": 41329, ""name"": ""mental illness""}, {""id"": 156661, ""name"": ""threat""}, {""id"": 159595, ""name"": ""sexual torture""}, {""id"": 167942, ""name"": ""screaming""}, {""id"": 175522, ""name"": ""electrical torture""}, {""id"": 184988, ""name"": ""childhood sexual abuse""}, {""id"": 211669, ""name"": ""photo studio""}, {""id"": 212404, ""name"": ""verbal abuse""}]",2005-01-14,6.8,701,25.918.007,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
9813,The Quiet,"After her widowed father dies, deaf teenager Dot moves in with her godparents, Olivia and Paul Deer. The Deers' daughter, Nina, is openly hostile to Dot, but that does not prevent her from telling her secrets to her silent stepsister, including the fact that she wants to kill her lecherous father.","[{""id"": 894, ""name"": ""depression""}, {""id"": 1441, ""name"": ""christmas party""}, {""id"": 1635, ""name"": ""deaf-mute""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 8635, ""name"": ""high school sports""}, {""id"": 8636, ""name"": ""blood splatter""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10707, ""name"": ""mother daughter relationship""}, {""id"": 33841, ""name"": ""incest""}, {""id"": 187056, ""name"": ""woman director""}]",2005-09-12,6.1,73,4.0971,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
60421,Circumstance,A wealthy Iranian family struggles to contain a teenager's growing sexual rebellion and her brother's dangerous obsession,"[{""id"": 566, ""name"": ""sexual identity""}, {""id"": 9833, ""name"": ""lesbian relationship""}, {""id"": 10180, ""name"": ""homosexuality""}, {""id"": 187056, ""name"": ""woman director""}]",2011-08-26,7.4,23,234.239,"[{""id"": 18, ""name"": ""Drama""}]"
157354,Fruitvale Station,"The true story of Oscar, a 22-year-old Bay Area resident, who crosses paths with friends, enemies, family, and strangers on the last day of 2008.","[{""id"": 796, ""name"": ""police brutality""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 12425, ""name"": ""racism""}, {""id"": 15061, ""name"": ""docudrama""}, {""id"": 197702, ""name"": ""day in a life""}]",2013-07-25,7.3,390,20.967.146,"[{""id"": 18, ""name"": ""Drama""}]"
127867,The Brass Teapot,"When a couple discovers that a brass teapot makes them money whenever they hurt themselves, they must come to terms with how far they are willing to go.","[{""id"": 2486, ""name"": ""fantasy""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 10594, ""name"": ""money""}, {""id"": 15252, ""name"": ""magical object""}, {""id"": 187056, ""name"": ""woman director""}]",2012-09-08,5.8,160,10.639.774,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}]"
3170,Bambi,"Bambi's tale unfolds from season to season as the young prince of the forest learns about life, love, and friends.","[{""id"": 5774, ""name"": ""forest""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 18211, ""name"": ""loss of loved one""}]",1942-08-14,6.8,1405,47.651.878,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]"
14014,The Hammer,"Approaching forty, Ferro is unsatisfied with his life as a construction worker and part-time boxing instructor in Los Angeles, CA. After a successful bout with a young pro boxer, Ferro decides to don the gloves one last time. The movie recounts his unlikely quest for Olympic gold.","[{""id"": 396, ""name"": ""transporter""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 10183, ""name"": ""independent film""}]",2007-04-01,6.5,15,957.022,"[{""id"": 35, ""name"": ""Comedy""}]"
15708,Latter Days,Aaron Davis (Steve Sandvoss) and Christian Markelli (Wes Ramsey) are the two most opposite people in the world. Aaron is a young Elder (or a Mormon missionary) who wants to do his family proud and is quite passionate about his religion and film. Christian is a shallow WeHo waiter/party boy who only looks forward to bedding a new guy every night.,"[{""id"": 237, ""name"": ""gay""}, {""id"": 1862, ""name"": ""coming out""}, {""id"": 11001, ""name"": ""religion""}, {""id"": 156166, ""name"": ""mormon""}]",2003-07-10,6.7,56,5.424.916,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
146882,Elza,A young Parisian woman of Caribbean descent returns to her native island of Guadeloupe looking for the father she has never known.,"[{""id"": 254, ""name"": ""france""}, {""id"": 2071, ""name"": ""caribbean islands""}, {""id"": 167861, ""name"": ""caribbean""}, {""id"": 187056, ""name"": ""woman director""}]",2011-04-11,0.0,0,7.254,"[{""id"": 18, ""name"": ""Drama""}]"
215918,1982,"1982, a film inspired by true events at the onset of the crack epidemic in Philadelphia, tells the story of a father and his efforts to protect his gifted daughter from the insidious epidemic which has literally come home via her drug-addicted mother. As his wife becomes more distant and unreliable, he struggles to raise his daughter on his own, while still striving to help his wife become clean. In the process, he learns some hard truths about his marriage and his life, which will ultimately test him as a parent, a husband, and a man","[{""id"": 1803, ""name"": ""drug addiction""}, {""id"": 15300, ""name"": ""father daughter relationship""}, {""id"": 165402, ""name"": ""semi autobiographical""}]",2013-12-31,5.0,1,175.885,"[{""id"": 18, ""name"": ""Drama""}]"
84200,"For a Good Time, Call...","College ""frenemies"" Lauren and Katie move in together after losing a relationship and rent control, respectively. Sharing Katie's late grandmother's apartment in New York City, the girls bicker with each other until one fateful night, when Katie's noisy bedroom activities make Lauren barge in and discover a dirty little secret. This revelation brings them closer together, and Lauren (the brains) and Katie (the talent) concoct a wildly successful business venture. As profits swell, the girls reevaluate their hopes and dreams and realize that just because someone pees in your hair in college doesn't mean she won't be your best friend 10 years later.","[{""id"": 9964, ""name"": ""crude humor""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 155761, ""name"": ""phone sex""}, {""id"": 204950, ""name"": ""innuendo""}, {""id"": 220192, ""name"": ""dirty joke""}]",2012-08-31,5.8,110,14.238.376,"[{""id"": 35, ""name"": ""Comedy""}]"
84184,Celeste & Jesse Forever,"Celeste and Jesse met in high school and got married young. They laugh at the same jokes and finish each other’s sentences. They are forever linked in their friends’ minds as the perfect couple – she, a high-powered businesswoman and budding novelist; he, a free spirit who keeps things from getting boring. Their only problem is that they have decided to get divorced. Can their perfect relationship withstand this minor setback?","[{""id"": 5625, ""name"": ""relationship problems""}, {""id"": 10556, ""name"": ""male female relationship""}, {""id"": 15160, ""name"": ""divorce""}, {""id"": 178329, ""name"": ""best friends in love""}]",2012-08-03,6.4,163,9.436.431,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
45767,Time Changer,"The year is 1890 and Bible professor Russell Carlisle has written a new manuscript entitled ""The Changing Times"". His colleague, Dr. Norris Anderson, believes that what Carlisle has written could greatly affect the future of coming generations and, using his secret time machine, Anderson sends Carlisle over 100 years into the future, offering him a glimpse of where his beliefs will lead.","[{""id"": 4379, ""name"": ""time travel""}, {""id"": 5455, ""name"": ""time machine""}, {""id"": 10060, ""name"": ""christian film""}]",2002-10-25,5.2,9,339.757,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]"
14823,London to Brighton,"It's 3:07am and two girls burst into a run down London toilet. Joanne is crying her eyes out and her clothing is ripped. Kelly's face is bruised and starting to swell. Duncan Allen lies in his bathroom bleeding to death. Duncan's son, Stuart, has found his father and wants answers. Derek, Kelly's pimp, needs to find Kelly or it will be him who pays.","[{""id"": 9937, ""name"": ""suspense""}]",2006-12-01,6.5,34,3.060.685,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
367551,American Hero,"Melvin, a reluctant hero who is far from super, has been suppressing his telekinetic powers for years with booze, drugs, and women. In the process, he has failed at practically everything, most of all as a parent to his son. After a brush with death, Melvin decides to use his powers for good and clean up the streets of New Orleans with the help of his best friend/definitely-not-a-sidekick, Lucille. For a man who can do the impossible, it might be a fight even he can’t win.",[],2015-12-11,5.0,62,5.023.091,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]"
343409,Windsor Drive,"River Miller, a mentally unstable actor haunted by the past, moves to Hollywood to start his life over, only to find his inner demons are inescapable.","[{""id"": 187056, ""name"": ""woman director""}]",2015-06-26,2.0,1,504.251,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]"
60243,A Separation,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,"[{""id"": 1625, ""name"": ""emigration""}, {""id"": 6069, ""name"": ""class""}, {""id"": 10594, ""name"": ""money""}, {""id"": 13097, ""name"": ""maid""}, {""id"": 15160, ""name"": ""divorce""}, {""id"": 18009, ""name"": ""iran""}, {""id"": 155209, ""name"": ""caregiver""}, {""id"": 158101, ""name"": ""alzheimer's disease""}, {""id"": 171848, ""name"": ""marital separation""}, {""id"": 178656, ""name"": ""iranian""}]",2011-03-15,7.7,469,12.049.373,"[{""id"": 18, ""name"": ""Drama""}]"
57294,Crying with Laughter,"Powerfully redemptive and darkly comedic revenge thriller set in the vicious world of stand-up comedy, starring Stephen McCole and Malcolm Shields.","[{""id"": 1930, ""name"": ""kidnapping""}, {""id"": 9716, ""name"": ""stand-up comedy""}, {""id"": 10123, ""name"": ""dark comedy""}, {""id"": 10712, ""name"": ""night club""}, {""id"": 11318, ""name"": ""landlord""}, {""id"": 33457, ""name"": ""alcoholic""}, {""id"": 33731, ""name"": ""stand-up comedian""}, {""id"": 162993, ""name"": ""dark humor""}, {""id"": 165347, ""name"": ""swearing""}]",2009-06-01,7.0,1,108.135,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
11446,Welcome to the Dollhouse,An unattractive 7th grader struggles to cope with suburban life as the middle child with un-attentive parents and bullies at school.,"[{""id"": 970, ""name"": ""parents kids relationship""}, {""id"": 1156, ""name"": ""sister sister relationship""}, {""id"": 2422, ""name"": ""mockery""}, {""id"": 2544, ""name"": ""ugliness""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 12663, ""name"": ""little girl""}, {""id"": 190116, ""name"": ""school life""}]",1995-05-24,6.9,103,5.870.319,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
47889,Ruby in Paradise,"Reeling from her mother's recent death, Ruby Lee Gissing relocates to Florida to start anew. After finding a job at a souvenir store, Ruby becomes friends with the shop's owner, Mildred Chambers, and slowly acclimates to her new surroundings. Before long, she's juggling the affections of Mildred's Lothario son, Ricky, and the good-natured Mike. As she wavers between Ricky and Mike, Ruby also tries to come to terms with her past.","[{""id"": 10183, ""name"": ""independent film""}]",1993-10-08,5.6,10,59.424,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
25461,Raising Victor Vargas,"The film follows Victor, a Lower East Side teenager, as he deals with his eccentric family, including his strict grandmother, his bratty sister, and a younger brother who completely idolizes him. Along the way he tries to win the affections of Judy, who is very careful and calculating when it comes to how she deals with men.","[{""id"": 10183, ""name"": ""independent film""}]",2002-05-16,7.8,13,3.643.662,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
905,Pandora's Box,The rise and inevitable fall of an amoral but naive young woman whose insouciant eroticism inspires lust and violence in those around her.,"[{""id"": 212, ""name"": ""london england""}, {""id"": 585, ""name"": ""casino""}, {""id"": 893, ""name"": ""irony""}, {""id"": 3691, ""name"": ""forbidden love""}, {""id"": 4549, ""name"": ""loss of husband""}, {""id"": 14872, ""name"": ""reward""}, {""id"": 154802, ""name"": ""silent film""}]",1929-01-30,7.6,45,1.824.184,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]"
279759,Harrison Montgomery,Film from Daniel Davila,[],2008-01-01,0.0,0,6.943,[]
78705,Live-In Maid,"Buenos Aires is in a deep recession. As the money runs out, the relationship between an employer and her live-in maid changes dramatically.",[],2004-09-21,7.8,3,38.706,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}]"
25212,Deterrence,The President of the United States must deal with an international military crisis while confined to a Colorado diner during a freak snowstorm.,"[{""id"": 10738, ""name"": ""diner""}, {""id"": 234124, ""name"": ""judgment call""}]",2000-03-10,6.1,7,2.171.288,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]"
26899,The Mudge Boy,"Duncan Mudge, mid-teens, lives apart from his rural world populated by his distant father and rough local kids. His main companionship is a chicken left after his mother's death until the neighbor's son befriends him.","[{""id"": 2479, ""name"": ""chicken""}, {""id"": 6733, ""name"": ""bullying""}, {""id"": 9627, ""name"": ""rape of a male""}, {""id"": 9789, ""name"": ""misfit""}, {""id"": 10180, ""name"": ""homosexuality""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 15135, ""name"": ""gay sex""}]",2003-01-17,7.3,23,5.292.536,"[{""id"": 18, ""name"": ""Drama""}]"
146269,The Young Unknowns,"Charlie, his sexy girlfriend, and his moronic best friend drink, drug, and self-destruct over the course of one day at Charlie's father home in Los Angeles.","[{""id"": 187056, ""name"": ""woman director""}]",2000-03-12,0.0,0,4.922,"[{""id"": 18, ""name"": ""Drama""}]"
292483,Not Cool,"NOT COOL follows former prom king and college freshman Scott (Shane Dawson) who has just returned home for Thanksgiving break only to be dumped by his eccentric, long-term girlfriend. With his world turned upside down, Scott strikes an unlikely friendship with former classmate Tori (Cherami Leigh), an ugly duckling who blossomed in her first semester of college. Together, the two embark on an outrageous adventure through their hometown. But when Scott and Tori find their friendship turning into something deeper, they realize that a few months away may have changed them more than they realized.","[{""id"": 572, ""name"": ""sex""}, {""id"": 4543, ""name"": ""thanksgiving""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 9673, ""name"": ""love""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 180764, ""name"": ""wild party""}]",2014-09-23,3.7,25,1.186.971,"[{""id"": 35, ""name"": ""Comedy""}]"
14451,Dead Snow,Eight medical students on a ski trip to Norway discover that Hitler's horrors live on when they come face to face with a battalion of zombie Nazi soldiers intent on devouring anyone unfortunate enough to wander into the remote mountains where they were once sent to die.,"[{""id"": 1191, ""name"": ""norway""}, {""id"": 10327, ""name"": ""undead""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 161178, ""name"": ""wintry""}]",2009-01-09,6.1,311,11.205.726,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]"
10105,Saints and Soldiers,Five American soldiers fighting in Europe during World War II struggle to return to Allied territory after being separated from U.S. forces during the historic Malmedy Massacre.,"[{""id"": 1442, ""name"": ""winter""}, {""id"": 1690, ""name"": ""belgium""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 3930, ""name"": ""bravery""}, {""id"": 8975, ""name"": ""ardennen""}, {""id"": 10089, ""name"": ""slaughter""}, {""id"": 11064, ""name"": ""nazi germany""}, {""id"": 13065, ""name"": ""soldier""}]",2003-09-11,6.6,98,6.003.418,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]"
